SampleID	SampleDescription	StudyID	Timepoint	Remission	Breed_Strain	Sex	DogName	Description	Timepoint2	Comments	CCECAI	AlphamuricholicAcid	BetamuricholicAcid	ChenodeoxycholicAcid_primary	CholicAcid_primary	DeoxycholicAcid	GammamuricholicAcid	GlycochenodeoxycholicAcid	GlycocholicAcid	GlycodeoxycholicAcid	LithocholicAcid	OmegamuricholicAcid	TaurochenodeoxycholicAcid	TaurocholicAcid	TaurodeoxycholicAcid	TaurolithocholicAcid	His	Ser	Arg	Gly	Asp	Glu	Thr	Ala	Pro	Cys	Lys	Tyr	Met	Val	Ile	Leu	Phe	AceticAcid	PropionicAcid	IsobutyricAcid	ButyricAcid	IsovalericAcid	ValericAcid	IsocaproicAcid	CaproicAcid	HeptanoicAcid
10842	Stella_d42_DogFecal	C166_13	42	Diet	Mixed	F	Stella	DogFecal	Day42	Normal	0	2692.38372	0.5	596.9857	1178.17316	3792.13349	615.30167	0.5	2.25226	2.87916	720.08827	121.49584	1.91927	7.29749	29.79913	3.0402	2.86	12.69	150.94	4.76	2.75	25.11	25.38	138.98	37.7	0.78	23.67	37.14	30.62	666	81.01	129.18	111.19	283.24	182.79	37.81	12.78	0.5	0.5	6.97	0.5	0.5
12652	Vader_d0_DogFecal	C166_30	0	Complex	MixedBreed	MN	Vader	DogFecal	Day0	Normal	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11748	Vader_d14_DogFecal	C166_30	14	Complex	Mixed	M	Vader	DogFecal	Day14	Normal	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11867	Vader_d28_DogFecal	C166_30	28	Complex	Mixed	M	Vader	DogFecal	Day28	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11754	Vader_d42_DogFecal	C166_30	42	Complex	Mixed	M	Vader	DogFecal	Day42	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11740	Weezy_d0_DogFecal	C166_26	0	Complex	English_Mastiff	F	Weezy	DogFecal	Day0	Normal	8	23.71958	0.5	0.5	0.5	1127.92485	0.5	0.52703	0.5	2.19644	136.11934	0.5	2.90353	5.72879	3.76568	2.39499	0.5	47.17	26.5	68.52	17.67	106.99	60.67	209.99	55.27	4.64	59.49	103.18	53.94	120.39	89.53	165.52	136.07	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11741	Weezy_d14_DogFecal	C166_26	14	Complex	English_Mastiff	F	Weezy	DogFecal	Day14	Normal	4	1084.24836	0.5	63.82488	330.62804	2235.85495	135.67833	0.49971	2.26841	0.55795	262.38097	0.5	4.65266	9.05494	5.07573	1.69154	0.5	4.46	3.34	2.57	3.01	13.74	8.63	180.02	14.73	0.53	23.12	130.26	16.36	73.5	34.95	93.79	128.18	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11742	Weezy_d28_DogFecal	C166_26	28	Complex	English_Mastiff	F	Weezy	DogFecal	Day28	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11743	Weezy_d42_DogFecal	C166_26	42	Complex	English_Mastiff	F	Weezy	DogFecal	Day42	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11744	Weezy_d56_DogFecal	C166_26	56	Complex	English_Mastiff	F	Weezy	DogFecal	Day56	Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12218	Weezy_d56_DogFecal	C166_26	56	Complex	English_Mastiff	F	Weezy	DogFecal	Day56	Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10909	Yukon_d0_DogFecal	C166_23	0	Diet	Husky	M	Yukon	DogFecal	Day0	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11699	Yukon_d0_DogFecal	C166_23	0	Diet	Husky	M	Yukon	DogFecal	Day0	Normal	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11709	Yukon_d14_DogFecal	C166_23	14	Diet	Husky	M	Yukon	DogFecal	Day14	Normal	2	2407.81362	455.58064	252.385075	1096.09775	488.038095	0.5	0.5	2.436005	2.0967	19.55349	1371.811025	0.8944	3.948445	0.319775	0.60766	0.5	108.98	35.865	106.13	25.34	236.3	108.475	2798.505	72.17	3.475	83.255	48.195	58.065	362.62	96.29	193.045	92.41	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
12219	Yukon_d14_DogFecal	C166_23	14	Diet	Husky	M	Yukon	DogFecal	Day14	Normal	2	2407.81362	455.58064	252.385075	1096.09775	488.038095	0.5	0.5	2.436005	2.0967	19.55349	1371.811025	0.8944	3.948445	0.319775	0.60766	0.5	108.98	35.865	106.13	25.34	236.3	108.475	2798.505	72.17	3.475	83.255	48.195	58.065	362.62	96.29	193.045	92.41	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11718	Yukon_d28_DogFecal	C166_23	28	Diet	Husky	M	Yukon	DogFecal	Day28	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12220	Yukon_d28_DogFecal	C166_23	28	Diet	Husky	M	Yukon	DogFecal	Day28	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11719	Yukon_d42_DogFecal	C166_23	42	Diet	Husky	M	Yukon	DogFecal	Day42	Normal	2	3950.313185	937.20192	310.167485	1191.944915	777.07864	326.192265	0.5	3.09112	0.95888	127.14169	2695.986895	0.31548	2.03275	0.300215	0.821705	0.5	24.515	41.85	184.145	80.905	186.37	134.705	2878.185	103.725	7.12	72.225	46.7	86.14	552.2	113.005	254.51	161.54	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
12221	Yukon_d42_DogFecal	C166_23	42	Diet	Husky	M	Yukon	DogFecal	Day42	Normal	2	3950.313185	937.20192	310.167485	1191.944915	777.07864	326.192265	0.5	3.09112	0.95888	127.14169	2695.986895	0.31548	2.03275	0.300215	0.821705	0.5	24.515	41.85	184.145	80.905	186.37	134.705	2878.185	103.725	7.12	72.225	46.7	86.14	552.2	113.005	254.51	161.54	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11720	Zeus_d0_DogFecal	C166_27	0	Diet	Labrador	M	Zeus	DogFecal	Day0	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11721	Zeus_d14_DogFecal	C166_27	14	Diet	Labrador	M	Zeus	DogFecal	Day14	Normal	1	0.5	0.5	15.21389	146.61233	1005.490455	0.5	0.5	0.5	5.652725	265.27361	429.895785	0.049235	0.35294	1.92084	1.66735	0.5	0.5	9.51	12.27	47.965	31.76	47.84	2990.835	37.555	3.88	33.905	25.4	10.62	47.885	13.76	19.975	19.525	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
12640	Zeus_d14_DogFecal	C166_27	14	Diet	Labrador	MN	Zeus	DogFecal	Day14	Normal	1	0.5	0.5	15.21389	146.61233	1005.490455	0.5	0.5	0.5	5.652725	265.27361	429.895785	0.049235	0.35294	1.92084	1.66735	0.5	0.5	9.51	12.27	47.965	31.76	47.84	2990.835	37.555	3.88	33.905	25.4	10.62	47.885	13.76	19.975	19.525	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11722	Zeus_d28_DogFecal	C166_27	28	Diet	Labrador	M	Zeus	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12222	Zeus_d28_DogFecal	C166_27	28	Diet	Labrador	M	Zeus	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11723	Zeus_d42_DogFecal	C166_27	42	Diet	Labrador	M	Zeus	DogFecal	Day42	Normal	2	559.99891	733.154455	17.455475	151.51615	1182.080185	0.5	0.5	0.695905	8.38237	376.68142	5282.26758	0.1811	0.2709	6.368735	3.32943	11.265	14.25	12.335	23.12	85.14	62.2	70.49	3001.84	70.58	5.62	86.8	52.485	24.015	78.75	45.185	63.94	37.69	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
11724	Ziggy_d0_DogFecal	C166_25	0	Diet	Goldendoodle	M	Ziggy	DogFecal	Day0	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12223	Ziggy_d0_DogFecal	C166_25	0	Diet	Goldendoodle	M	Ziggy	DogFecal	Day0	Normal	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11725	Ziggy_d14_DogFecal	C166_25	14	Diet	Goldendoodle	M	Ziggy	DogFecal	Day14	Normal	1	543.69247	0.5	186.64011	76.59134	2861.3633	311.91053	0.49707	2.19007	1.13276	502.8217	0.5	0.80887	2.4944	15.50732	1.92559	1.13	4.65	3.07	4.12	2.06	11.03	10.14	54.73	21.42	1.68	33.04	60.06	33.51	75.86	19.26	34.44	62.75	158.58	21.7	50.1	3.29	4.06	0.5	10.92	0.05	0.5
12224	Ziggy_d14_DogFecal	C166_25	14	Diet	Goldendoodle	M	Ziggy	DogFecal	Day14	Normal	1	543.69247	0.5	186.64011	76.59134	2861.3633	311.91053	0.49707	2.19007	1.13276	502.8217	0.5	0.80887	2.4944	15.50732	1.92559	1.13	4.65	3.07	4.12	2.06	11.03	10.14	54.73	21.42	1.68	33.04	60.06	33.51	75.86	19.26	34.44	62.75	158.58	21.7	50.1	3.29	4.06	0.5	10.92	0.05	0.5
11726	Ziggy_d28_DogFecal	C166_25	28	Diet	Goldendoodle	M	Ziggy	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12225	Ziggy_d28_DogFecal	C166_25	28	Diet	Goldendoodle	M	Ziggy	DogFecal	Day28	Normal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11727	Ziggy_d42_DogFecal	C166_25	42	Diet	Goldendoodle	M	Ziggy	DogFecal	Day42	Normal	1	1474.442365	0.5	236.53803	565.36362	889.37739	0.5	0.5	1.045695	5.710795	616.77652	3333.2875	0.601245	2.9703	0.631415	3.615285	0.5	0.5	15.41	13.365	0.5	19.445	66.185	2948.38	31.055	0.5	57.7	56.355	10.895	61.145	26.41	41.845	48.755	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
12226	Ziggy_d42_DogFecal	C166_25	42	Diet	Goldendoodle	M	Ziggy	DogFecal	Day42	Normal	1	1474.442365	0.5	236.53803	565.36362	889.37739	0.5	0.5	1.045695	5.710795	616.77652	3333.2875	0.601245	2.9703	0.631415	3.615285	0.5	0.5	15.41	13.365	0.5	19.445	66.185	2948.38	31.055	0.5	57.7	56.355	10.895	61.145	26.41	41.845	48.755	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
